"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-81.24","68.78","HALL BEACH A","2402350","1963-09","1963","09","0.2","","-3.2","","-1.5","","5.0","","-8.3","","4.8","","11.7","","16.5","","0","T","29","","89",""
"-81.24","68.78","HALL BEACH A","2402350","1963-10","1963","10","-7.5","","-14.7","","-11.1","","0.6","","-25.6","","0.5","","52.8","","53.3","","28","","29","","127",""
"-81.24","68.78","HALL BEACH A","2402350","1963-11","1963","11","-13.9","","-20.2","","-17.1","","-1.1","S","-40.0","","0.0","T","24.4","","24.4","","41","","7","","77",""
"-81.24","68.78","HALL BEACH A","2402350","1963-12","1963","12","-24.0","","-32.5","","-28.3","","-5.0","","-39.4","","0.0","","3.0","","3.0","","38","","32","","74",""
"-81.24","68.78","HALL BEACH A","2402350","1964-01","1964","01","-29.4","","-37.1","","-33.3","","-13.3","","-43.3","","0.0","","3.3","","3.3","","43","","29","","87",""
"-81.24","68.78","HALL BEACH A","2402350","1964-02","1964","02","-27.9","","-35.1","","-31.5","","-13.9","","-43.9","","0.0","","23.6","","23.6","","56","","34","","87",""
"-81.24","68.78","HALL BEACH A","2402350","1964-03","1964","03","-30.6","","-39.7","","-35.2","","-21.1","","-46.7","","0.0","","5.3","","5.3","","53","","14","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1964-04","1964","04","-18.1","","-29.3","","-23.7","","0.0","","-42.2","","0.0","T","11.7","","11.7","","53","","32","","72","S"
"-81.24","68.78","HALL BEACH A","2402350","1964-05","1964","05","-5.3","","-17.2","","-11.3","","0.0","","-26.1","","0.0","","31.8","","31.8","","43","","29","","72",""
"-81.24","68.78","HALL BEACH A","2402350","1964-06","1964","06","1.1","","-2.7","","-0.8","","3.9","","-8.9","","2.3","","9.9","","12.2","","10","","32","","58",""
"-81.24","68.78","HALL BEACH A","2402350","1964-07","1964","07","8.9","","2.2","","5.6","","18.3","","-1.7","","50.0","","0.0","T","50.0","","0","","32","","66",""
"-81.24","68.78","HALL BEACH A","2402350","1964-08","1964","08","6.8","","1.9","","4.4","","13.3","S","0.0","","30.5","","0.0","T","30.5","","0","","29","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1964-09","1964","09","2.5","","-0.8","","0.9","","11.1","","-7.8","","8.1","","6.9","","14.7","","0","T","11","","87",""
"-81.24","68.78","HALL BEACH A","2402350","1964-10","1964","10","-10.6","","-16.1","","-13.4","","-2.2","","-28.3","","0.0","","4.1","","2.5","","0","T","36","","69",""
"-81.24","68.78","HALL BEACH A","2402350","1964-11","1964","11","-15.6","","-22.3","","-19.0","","-2.2","","-36.1","","0.0","","10.4","","6.9","","8","","11","","90",""
"-81.24","68.78","HALL BEACH A","2402350","1964-12","1964","12","-22.2","","-31.4","","-26.8","","-7.2","","-41.1","S","0.0","","17.3","","14.5","","18","","32","","63",""
"-81.24","68.78","HALL BEACH A","2402350","1965-01","1965","01","-28.6","","-36.9","","-32.8","","-7.2","","-44.4","","0.0","","5.3","","4.3","","18","","34","","68",""
"-81.24","68.78","HALL BEACH A","2402350","1965-02","1965","02","-25.6","","-35.3","","-30.5","","-3.9","","-47.2","","0.0","","19.6","","17.0","","30","","29","","89",""
"-81.24","68.78","HALL BEACH A","2402350","1965-03","1965","03","-21.6","","-31.1","","-26.4","","-14.4","S","-42.2","","0.0","","9.9","","7.6","","33","","29","","69",""
"-81.24","68.78","HALL BEACH A","2402350","1965-04","1965","04","-15.8","","-27.0","","-21.4","","-2.2","","-33.3","","0.0","","8.6","","6.9","","33","","14","","51","S"
"-81.24","68.78","HALL BEACH A","2402350","1965-05","1965","05","-1.2","","-7.1","","-4.2","","2.2","","-21.7","","0.0","T","21.1","","20.8","","33","","9","","66",""
"-81.24","68.78","HALL BEACH A","2402350","1965-06","1965","06","1.8","","-3.1","","-0.7","","6.1","S","-11.1","S","6.9","","5.8","","11.2","","0","T","32","","68",""
"-81.24","68.78","HALL BEACH A","2402350","1965-07","1965","07","7.3","","2.1","","4.7","","16.7","","-0.6","","41.9","","0.0","T","41.9","","0","","34","","56",""
"-81.24","68.78","HALL BEACH A","2402350","1965-08","1965","08","5.6","","0.9","","3.3","","8.9","S","-1.1","","29.2","","0.8","","30.0","","0","","2","","60",""
"-81.24","68.78","HALL BEACH A","2402350","1965-09","1965","09","0.3","","-3.6","","-1.7","","7.2","","-11.7","S","14.7","","9.7","","23.6","","5","","32","","87",""
"-81.24","68.78","HALL BEACH A","2402350","1965-10","1965","10","-10.6","","-17.2","","-13.9","","-2.2","S","-30.0","","0.0","","9.1","","9.1","","10","","32","S","77","S"
"-81.24","68.78","HALL BEACH A","2402350","1965-11","1965","11","-12.4","","-19.9","","-16.2","","-0.6","S","-29.4","","0.0","","8.4","","7.6","","15","","9","","100",""
"-81.24","68.78","HALL BEACH A","2402350","1965-12","1965","12","-22.9","","-30.5","","-26.7","","-15.0","","-38.9","S","0.0","","7.1","","7.1","","18","","18","","55",""
"-81.24","68.78","HALL BEACH A","2402350","1966-01","1966","01","-29.3","","-37.2","","-33.3","","-16.1","","-47.2","","0.0","","5.3","","5.6","","18","","32","","56",""
"-81.24","68.78","HALL BEACH A","2402350","1966-02","1966","02","-24.4","","-34.3","","-29.4","","-7.2","","-47.2","","0.0","","17.0","","17.3","","25","","36","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1966-03","1966","03","-23.9","","-31.8","","-27.9","","-7.8","","-43.3","","0.0","","14.0","","13.7","","33","","16","","77",""
"-81.24","68.78","HALL BEACH A","2402350","1966-04","1966","04","-15.4","","-26.2","","-20.8","","-4.4","S","-35.6","","0.0","T","8.4","","7.1","","38","","29","","64","S"
"-81.24","68.78","HALL BEACH A","2402350","1966-05","1966","05","-3.3","","-11.9","","-7.6","","3.3","S","-27.2","","0.3","","3.6","","4.1","","20","","32","","72",""
"-81.24","68.78","HALL BEACH A","2402350","1966-06","1966","06","2.4","","-2.1","","0.2","","6.1","S","-7.2","","15.7","","4.6","","21.3","","0","T","5","","61",""
"-81.24","68.78","HALL BEACH A","2402350","1966-07","1966","07","9.9","","3.5","","6.7","","16.7","","1.1","S","23.4","","0.0","","23.4","","0","","29","","42",""
"-81.24","68.78","HALL BEACH A","2402350","1966-08","1966","08","9.2","","3.7","","6.5","","24.4","","1.7","S","73.7","","0.0","","73.7","","0","","14","","48",""
"-81.24","68.78","HALL BEACH A","2402350","1966-09","1966","09","3.8","","0.2","","2.0","","12.2","","-2.8","","4.1","","5.3","","9.1","","0","T","18","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1966-10","1966","10","-3.7","","-9.7","","-6.7","","2.2","S","-23.3","","1.8","","29.5","","35.6","","10","","36","","93",""
"-81.24","68.78","HALL BEACH A","2402350","1966-11","1966","11","-18.7","","-28.4","","-23.6","","-3.9","","-38.9","","0.0","","5.1","","5.1","","15","","29","","90",""
"-81.24","68.78","HALL BEACH A","2402350","1966-12","1966","12","-22.3","","-29.6","","-26.0","","-10.6","","-37.8","","0.0","","3.8","","3.8","","15","","29","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1967-01","1967","01","-26.7","","-34.2","","-30.5","","-7.8","","-46.1","","0.0","","11.7","","11.2","","23","","16","","64",""
"-81.24","68.78","HALL BEACH A","2402350","1967-02","1967","02","-34.3","","-40.1","","-37.2","","-24.4","","-48.9","","0.0","","0.3","","0.3","","20","","36","","56",""
"-81.24","68.78","HALL BEACH A","2402350","1967-03","1967","03","-23.9","","-33.2","","-28.6","","-6.1","S","-41.7","","0.0","","22.6","","21.6","","30","","14","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1967-04","1967","04","-16.6","","-25.8","","-21.2","","-4.4","","-37.8","","0.0","","6.6","","6.6","","33","","32","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1967-05","1967","05","-2.4","","-9.1","","-5.8","","2.2","","-21.1","","0.0","T","13.5","","12.7","","38","","9","","64",""
"-81.24","68.78","HALL BEACH A","2402350","1967-06","1967","06","1.4","","-2.8","","-0.7","","5.0","","-7.2","","1.5","","7.1","","8.4","","10","","18","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1967-07","1967","07","8.3","","2.1","","5.2","","15.0","S","0.0","S","38.6","","0.0","","38.6","","0","T","14","","77",""
"-81.24","68.78","HALL BEACH A","2402350","1967-08","1967","08","7.1","","1.8","","4.5","","11.1","","-1.1","","60.7","","0.0","T","60.7","","0","","29","","72",""
"-81.24","68.78","HALL BEACH A","2402350","1967-09","1967","09","-0.8","","-4.9","","-2.9","","3.9","","-13.3","","1.5","","31.2","","30.7","","15","","32","","85",""
"-81.24","68.78","HALL BEACH A","2402350","1967-10","1967","10","-7.2","","-13.6","","-10.4","","0.0","","-26.1","","0.3","","27.9","","27.7","","36","","32","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1967-11","1967","11","-24.9","","-32.3","","-28.6","","-10.6","","-40.6","","0.0","","7.6","","7.6","","30","","34","","89",""
"-81.24","68.78","HALL BEACH A","2402350","1967-12","1967","12","-20.6","","-29.4","","-25.0","","-2.2","","-41.1","S","0.0","","16.0","","16.0","","43","","32","","60","S"
"-81.24","68.78","HALL BEACH A","2402350","1968-01","1968","01","-28.2","","-36.1","","-32.2","","-15.6","","-42.8","S","0.0","","4.6","","4.3","","43","","29","","58",""
"-81.24","68.78","HALL BEACH A","2402350","1968-02","1968","02","-26.0","","-37.2","","-31.6","","-10.6","S","-45.0","","0.0","","17.3","","14.5","","56","","29","","87",""
"-81.24","68.78","HALL BEACH A","2402350","1968-03","1968","03","-23.8","","-33.6","","-28.7","","-2.8","","-46.1","","0.0","","32.8","","23.6","","66","","7","","68",""
"-81.24","68.78","HALL BEACH A","2402350","1968-04","1968","04","-12.7","","-23.6","","-18.2","","-1.7","","-36.1","","0.0","","30.5","","24.9","","79","","36","","60",""
"-81.24","68.78","HALL BEACH A","2402350","1968-05","1968","05","-5.9","","-15.5","","-10.7","","0.6","","-27.2","","1.3","","32.8","","30.7","","76","","16","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1968-06","1968","06","1.5","","-2.8","","-0.7","","5.6","","-10.6","","6.6","","9.4","","14.7","","38","","7","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1968-07","1968","07","5.1","","0.6","","2.9","","12.8","","-1.7","S","36.1","","0.5","","36.6","","0","","36","","74",""
"-81.24","68.78","HALL BEACH A","2402350","1968-08","1968","08","7.0","","1.8","","4.4","","13.3","","-0.6","","8.9","","0.0","T","8.9","","0","","34","","82",""
"-81.24","68.78","HALL BEACH A","2402350","1968-09","1968","09","3.2","","-0.6","","1.3","","11.7","","-5.0","","28.2","","0.0","T","28.2","","0","T","16","","108",""
"-81.24","68.78","HALL BEACH A","2402350","1968-10","1968","10","-1.8","","-7.3","","-4.6","","1.1","","-18.3","","0.3","","30.2","","30.5","","30","","16","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1968-11","1968","11","-15.4","","-24.3","","-19.9","","-0.6","S","-40.0","","0.3","","11.9","","12.2","","28","","32","","105",""
"-81.24","68.78","HALL BEACH A","2402350","1968-12","1968","12","-20.9","","-30.3","","-25.6","","-2.8","","-41.7","S","0.0","","9.9","","9.9","","36","","20","","68",""
"-81.24","68.78","HALL BEACH A","2402350","1969-01","1969","01","-22.1","","-30.3","","-26.2","","-4.4","","-43.9","S","0.0","","17.3","","17.0","","48","","16","","71",""
"-81.24","68.78","HALL BEACH A","2402350","1969-02","1969","02","-16.8","","-27.8","","-22.3","","-2.8","","-40.0","","0.0","","21.8","","21.8","","58","","34","","89",""
"-81.24","68.78","HALL BEACH A","2402350","1969-03","1969","03","-27.1","","-36.3","","-31.7","","-16.1","S","-47.2","","0.0","","4.6","","4.1","","51","","9","","76",""
"-81.24","68.78","HALL BEACH A","2402350","1969-04","1969","04","-17.5","","-28.1","","-22.8","","-4.4","","-37.2","","0.0","","0.3","","0.3","","43","","32","","56",""
"-81.24","68.78","HALL BEACH A","2402350","1969-05","1969","05","-6.2","","-14.7","","-10.5","","-2.2","","-26.1","","0.0","T","26.2","","26.2","","64","","16","","84",""
"-81.24","68.78","HALL BEACH A","2402350","1969-06","1969","06","1.1","","-4.4","","-1.7","","6.1","","-15.0","","0.0","T","0.0","T","0.0","T","15","","34","","55",""
"-81.24","68.78","HALL BEACH A","2402350","1969-07","1969","07","11.0","","3.5","","7.3","","22.8","","-1.1","","19.3","","0.0","T","19.3","","0","","9","","56",""
"-81.24","68.78","HALL BEACH A","2402350","1969-08","1969","08","9.6","","3.6","","6.6","","16.1","","1.7","S","0.3","","0.0","","0.3","","0","","29","","60",""
"-81.24","68.78","HALL BEACH A","2402350","1969-09","1969","09","2.1","","-2.7","","-0.3","","8.3","S","-11.7","","19.1","","3.8","","22.9","","3","","29","","74",""
